dataset	dimensions	fold	segment	rotation	allocation	pair	coordinate0	bits_per_coordinate	original_bits
sift	128	B_TO_A	0	QR	UNIFORM	6	12	4	4
sift	128	B_TO_A	0	QR	UNIFORM	7	14	4	4
sift	128	B_TO_A	0	QR	UNIFORM	8	16	4	4
sift	128	B_TO_A	0	QR	UNIFORM	9	18	4	4
sift	128	B_TO_A	0	QR	UNIFORM	10	20	4	4
sift	128	B_TO_A	0	QR	UNIFORM	11	22	4	4
sift	128	B_TO_A	0	QR	UNIFORM	12	24	4	4
sift	128	B_TO_A	0	QR	UNIFORM	13	26	4	4
sift	128	B_TO_A	0	QR	UNIFORM	14	28	4	4
sift	128	B_TO_A	0	QR	UNIFORM	15	30	4	4
sift	128	B_TO_A	0	QR	UNIFORM	16	32	4	4
sift	128	B_TO_A	0	QR	UNIFORM	17	34	4	4
sift	128	B_TO_A	0	QR	UNIFORM	18	36	4	4
sift	128	B_TO_A	0	QR	UNIFORM	19	38	4	4
sift	128	B_TO_A	0	QR	UNIFORM	20	40	4	4
sift	128	B_TO_A	0	QR	UNIFORM	21	42	4	4
sift	128	B_TO_A	0	QR	UNIFORM	22	44	4	4
sift	128	B_TO_A	0	QR	UNIFORM	23	46	4	4
sift	128	B_TO_A	0	QR	UNIFORM	24	48	4	4
sift	128	B_TO_A	0	QR	UNIFORM	25	50	4	4
sift	128	B_TO_A	0	QR	UNIFORM	26	52	4	4
sift	128	B_TO_A	0	QR	UNIFORM	27	54	4	4
sift	128	B_TO_A	0	QR	UNIFORM	28	56	4	4
sift	128	B_TO_A	0	QR	UNIFORM	29	58	4	4
sift	128	B_TO_A	0	QR	UNIFORM	30	60	4	4
sift	128	B_TO_A	0	QR	UNIFORM	31	62	4	4
sift	128	B_TO_A	0	QR	UNIFORM	32	64	4	4
sift	128	B_TO_A	0	QR	UNIFORM	33	66	4	4
sift	128	B_TO_A	0	QR	UNIFORM	34	68	4	4
sift	128	B_TO_A	0	QR	UNIFORM	35	70	4	4
sift	128	B_TO_A	0	QR	UNIFORM	36	72	4	4
sift	128	B_TO_A	0	QR	UNIFORM	37	74	4	4
sift	128	B_TO_A	0	QR	UNIFORM	38	76	4	4
sift	128	B_TO_A	0	QR	UNIFORM	39	78	4	4
sift	128	B_TO_A	0	QR	UNIFORM	40	80	4	4
sift	128	B_TO_A	0	QR	UNIFORM	41	82	4	4
sift	128	B_TO_A	0	QR	UNIFORM	42	84	4	4
sift	128	B_TO_A	0	QR	UNIFORM	43	86	4	4
sift	128	B_TO_A	0	QR	UNIFORM	44	88	4	4
sift	128	B_TO_A	0	QR	UNIFORM	45	90	4	4
sift	128	B_TO_A	0	QR	UNIFORM	46	92	4	4
sift	128	B_TO_A	0	QR	UNIFORM	47	94	4	4
sift	128	B_TO_A	0	QR	UNIFORM	48	96	4	4
sift	128	B_TO_A	0	QR	UNIFORM	49	98	4	4
sift	128	B_TO_A	0	QR	UNIFORM	50	100	4	4
sift	128	B_TO_A	0	QR	UNIFORM	51	102	4	4
sift	128	B_TO_A	0	QR	UNIFORM	52	104	4	4
sift	128	B_TO_A	0	QR	UNIFORM	53	106	4	4
sift	128	B_TO_A	0	QR	UNIFORM	54	108	4	4
sift	128	B_TO_A	0	QR	UNIFORM	55	110	4	4
sift	128	B_TO_A	0	QR	UNIFORM	56	112	4	4
sift	128	B_TO_A	0	QR	UNIFORM	57	114	4	4
sift	128	B_TO_A	0	QR	UNIFORM	58	116	4	4
sift	128	B_TO_A	0	QR	UNIFORM	59	118	4	4
sift	128	B_TO_A	0	QR	UNIFORM	60	120	4	4
sift	128	B_TO_A	0	QR	UNIFORM	61	122	4	4
sift	128	B_TO_A	0	QR	UNIFORM	62	124	4	4
sift	128	B_TO_A	0	QR	UNIFORM	63	126	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	0	0	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	1	2	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	2	4	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	3	6	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	4	8	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	5	10	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	6	12	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	7	14	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	8	16	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	9	18	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	10	20	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	11	22	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	12	24	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	13	26	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	14	28	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	15	30	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	16	32	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	17	34	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	18	36	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	19	38	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	20	40	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	21	42	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	22	44	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	23	46	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	24	48	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	25	50	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	26	52	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	27	54	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	28	56	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	29	58	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	30	60	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	31	62	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	32	64	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	33	66	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	34	68	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	35	70	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	36	72	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	37	74	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	38	76	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	39	78	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	40	80	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	41	82	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	42	84	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	43	86	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	44	88	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	45	90	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	46	92	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	47	94	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	48	96	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	49	98	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	50	100	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	51	102	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	52	104	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	53	106	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	54	108	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	55	110	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	56	112	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	57	114	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	58	116	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	59	118	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	60	120	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	61	122	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	62	124	4	4
sift	128	B_TO_A	0	QR	ADAPTIVE	63	126	4	4
gist	960	A_TO_B	0	IDENTITY	UNIFORM	0	0	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	1	2	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	2	4	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	3	6	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	4	8	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	5	10	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	6	12	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	7	14	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	8	16	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	9	18	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	10	20	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	11	22	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	12	24	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	13	26	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	14	28	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	15	30	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	16	32	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	17	34	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	18	36	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	19	38	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	20	40	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	21	42	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	22	44	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	23	46	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	24	48	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	25	50	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	26	52	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	27	54	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	28	56	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	29	58	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	30	60	11	11
gist	960	A_TO_B	0	IDENTITY	UNIFORM	31	62	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	0	0	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	1	2	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	2	4	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	3	6	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	4	8	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	5	10	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	6	12	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	7	14	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	8	16	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	9	18	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	10	20	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	11	22	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	12	24	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	13	26	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	14	28	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	15	30	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	16	32	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	17	34	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	18	36	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	19	38	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	20	40	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	21	42	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	22	44	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	23	46	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	24	48	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	25	50	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	26	52	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	27	54	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	28	56	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	29	58	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	30	60	11	11
gist	960	A_TO_B	0	IDENTITY	ADAPTIVE	31	62	11	11
gist	960	A_TO_B	0	QR	UNIFORM	0	0	11	11
gist	960	A_TO_B	0	QR	UNIFORM	1	2	11	11
gist	960	A_TO_B	0	QR	UNIFORM	2	4	11	11
gist	960	A_TO_B	0	QR	UNIFORM	3	6	11	11
gist	960	A_TO_B	0	QR	UNIFORM	4	8	11	11
gist	960	A_TO_B	0	QR	UNIFORM	5	10	11	11
gist	960	A_TO_B	0	QR	UNIFORM	6	12	11	11
gist	960	A_TO_B	0	QR	UNIFORM	7	14	11	11
gist	960	A_TO_B	0	QR	UNIFORM	8	16	11	11
gist	960	A_TO_B	0	QR	UNIFORM	9	18	11	11
gist	960	A_TO_B	0	QR	UNIFORM	10	20	11	11
gist	960	A_TO_B	0	QR	UNIFORM	11	22	11	11
gist	960	A_TO_B	0	QR	UNIFORM	12	24	11	11
gist	960	A_TO_B	0	QR	UNIFORM	13	26	11	11
gist	960	A_TO_B	0	QR	UNIFORM	14	28	11	11
gist	960	A_TO_B	0	QR	UNIFORM	15	30	11	11
gist	960	A_TO_B	0	QR	UNIFORM	16	32	11	11
gist	960	A_TO_B	0	QR	UNIFORM	17	34	11	11
gist	960	A_TO_B	0	QR	UNIFORM	18	36	11	11
gist	960	A_TO_B	0	QR	UNIFORM	19	38	11	11
gist	960	A_TO_B	0	QR	UNIFORM	20	40	11	11
gist	960	A_TO_B	0	QR	UNIFORM	21	42	11	11
gist	960	A_TO_B	0	QR	UNIFORM	22	44	11	11
gist	960	A_TO_B	0	QR	UNIFORM	23	46	11	11
gist	960	A_TO_B	0	QR	UNIFORM	24	48	11	11
gist	960	A_TO_B	0	QR	UNIFORM	25	50	11	11
gist	960	A_TO_B	0	QR	UNIFORM	26	52	11	11
gist	960	A_TO_B	0	QR	UNIFORM	27	54	11	11
gist	960	A_TO_B	0	QR	UNIFORM	28	56	11	11
gist	960	A_TO_B	0	QR	UNIFORM	29	58	11	11
gist	960	A_TO_B	0	QR	UNIFORM	30	60	11	11
gist	960	A_TO_B	0	QR	UNIFORM	31	62	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	0	0	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	1	2	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	2	4	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	3	6	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	4	8	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	5	10	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	6	12	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	7	14	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	8	16	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	9	18	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	10	20	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	11	22	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	12	24	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	13	26	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	14	28	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	15	30	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	16	32	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	17	34	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	18	36	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	19	38	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	20	40	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	21	42	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	22	44	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	23	46	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	24	48	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	25	50	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	26	52	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	27	54	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	28	56	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	29	58	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	30	60	11	11
gist	960	A_TO_B	0	QR	ADAPTIVE	31	62	11	11
gist	960	A_TO_B	1	IDENTITY	UNIFORM	0	64	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	1	66	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	2	68	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	3	70	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	4	72	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	5	74	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	6	76	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	7	78	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	8	80	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	9	82	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	10	84	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	11	86	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	12	88	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	13	90	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	14	92	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	15	94	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	16	96	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	17	98	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	18	100	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	19	102	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	20	104	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	21	106	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	22	108	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	23	110	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	24	112	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	25	114	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	26	116	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	27	118	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	28	120	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	29	122	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	30	124	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	31	126	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	32	128	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	33	130	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	34	132	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	35	134	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	36	136	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	37	138	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	38	140	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	39	142	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	40	144	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	41	146	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	42	148	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	43	150	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	44	152	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	45	154	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	46	156	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	47	158	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	48	160	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	49	162	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	50	164	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	51	166	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	52	168	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	53	170	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	54	172	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	55	174	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	56	176	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	57	178	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	58	180	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	59	182	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	60	184	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	61	186	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	62	188	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	63	190	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	64	192	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	65	194	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	66	196	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	67	198	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	68	200	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	69	202	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	70	204	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	71	206	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	72	208	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	73	210	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	74	212	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	75	214	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	76	216	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	77	218	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	78	220	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	79	222	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	80	224	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	81	226	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	82	228	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	83	230	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	84	232	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	85	234	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	86	236	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	87	238	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	88	240	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	89	242	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	90	244	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	91	246	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	92	248	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	93	250	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	94	252	6	6
gist	960	A_TO_B	1	IDENTITY	UNIFORM	95	254	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	0	64	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	1	66	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	2	68	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	3	70	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	4	72	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	5	74	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	6	76	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	7	78	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	8	80	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	9	82	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	10	84	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	11	86	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	12	88	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	13	90	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	14	92	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	15	94	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	16	96	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	17	98	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	18	100	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	19	102	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	20	104	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	21	106	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	22	108	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	23	110	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	24	112	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	25	114	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	26	116	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	27	118	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	28	120	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	29	122	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	30	124	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	31	126	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	32	128	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	33	130	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	34	132	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	35	134	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	36	136	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	37	138	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	38	140	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	39	142	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	40	144	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	41	146	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	42	148	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	43	150	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	44	152	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	45	154	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	46	156	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	47	158	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	48	160	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	49	162	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	50	164	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	51	166	6	6
